Currency,Buy,Sell,Day,Month,Year
AUSTRALIAN $,74.00886439,74.1943895,3,1,2017
AUSTRALIAN $,74.00886439,74.1943895,3,1,2017
AUSTRALIAN $,74.047644,74.290729,4,1,2017
AUSTRALIAN $,75.15790333,75.32403667,5,1,2017
AUSTRALIAN $,75.60329822,75.75974917,6,1,2017
AUSTRALIAN $,75.75088889,75.922005,9,1,2017
AUSTRALIAN $,76.15098944,76.38097389,10,1,2017
AUSTRALIAN $,76.42280233,76.59092967,11,1,2017
AUSTRALIAN $,76.37517183,76.5432175,12,1,2017
AUSTRALIAN $,77.62577778,77.81696889,13,1,2017
AUSTRALIAN $,77.61623922,77.8094385,16,1,2017
AUSTRALIAN $,77.55104194,77.710825,17,1,2017
AUSTRALIAN $,78.31127778,78.48289,18,1,2017
AUSTRALIAN $,78.12593706,78.286802,19,1,2017
AUSTRALIAN $,78.52613333,78.69832,20,1,2017
AUSTRALIAN $,78.44078111,78.62323194,23,1,2017
AUSTRALIAN $,78.68798689,78.849932,24,1,2017
AUSTRALIAN $,78.32476517,78.52759156,25,1,2017
AUSTRALIAN $,78.65440278,78.84744389,26,1,2017
AUSTRALIAN $,78.14719,78.38092111,27,1,2017
AUSTRALIAN $,78.51281333,78.68480667,30,1,2017
AUSTRALIAN $,78.5148,78.68681111,31,1,2017
AUSTRALIAN $,80.59486111,80.76140056,2,1,2018
AUSTRALIAN $,80.77421344,80.95136389,3,1,2018
AUSTRALIAN $,81.007355,81.17448889,4,1,2018
AUSTRALIAN $,80.76625978,80.943495,5,1,2018
AUSTRALIAN $,80.98103611,81.18971639,8,1,2018
AUSTRALIAN $,80.7906025,80.99896,9,1,2018
AUSTRALIAN $,80.64805333,80.82518889,10,1,2018
AUSTRALIAN $,80.73445167,80.91180033,11,1,2018
AUSTRALIAN $,81.169046,81.34730467,12,1,2018
AUSTRALIAN $,80.96269,81.17153333,15,1,2018
AUSTRALIAN $,81.84378722,82.01898222,16,1,2018
AUSTRALIAN $,81.85479556,82.03446278,17,1,2018
AUSTRALIAN $,81.97369583,82.1537935,18,1,2018
AUSTRALIAN $,82.2158,82.3964,19,1,2018
AUSTRALIAN $,82.27721722,82.44541,22,1,2018
AUSTRALIAN $,82.261458,82.472074,23,1,2018
AUSTRALIAN $,81.79027,81.98072667,24,1,2018
AUSTRALIAN $,82.52767956,82.74033928,25,1,2018
AUSTRALIAN $,82.75418667,82.93652,26,1,2018
AUSTRALIAN $,82.72294667,82.90523733,29,1,2018
AUSTRALIAN $,82.69631417,82.88303972,30,1,2018
AUSTRALIAN $,82.82835,83.04157861,31,1,2018
AUSTRALIAN $,71.84329533,71.99472856,2,1,2019
AUSTRALIAN $,71.27194822,71.45889489,3,1,2019
AUSTRALIAN $,71.20997528,71.355865,4,1,2019
AUSTRALIAN $,71.7468,71.93466944,7,1,2019
AUSTRALIAN $,72.59214472,72.78578944,8,1,2019
AUSTRALIAN $,72.63438517,72.79741661,9,1,2019
AUSTRALIAN $,72.91922544,73.11352406,10,1,2019
AUSTRALIAN $,73.04888378,73.23334556,11,1,2019
AUSTRALIAN $,73.35479083,73.51949917,14,1,2019
AUSTRALIAN $,73.06872222,73.22274194,15,1,2019
AUSTRALIAN $,73.13151583,73.29581861,16,1,2019
AUSTRALIAN $,72.87070756,73.03052289,17,1,2019
AUSTRALIAN $,73.10285861,73.25690167,18,1,2019
AUSTRALIAN $,73.066952,73.26167644,21,1,2019
AUSTRALIAN $,72.54324117,72.71669167,22,1,2019
AUSTRALIAN $,72.37029222,72.53323244,23,1,2019
AUSTRALIAN $,72.2106,72.36331056,24,1,2019
AUSTRALIAN $,71.66787167,71.850285,25,1,2019
AUSTRALIAN $,71.77896,71.97197,28,1,2019
AUSTRALIAN $,72.15021972,72.30372111,29,1,2019
AUSTRALIAN $,72.10823206,72.2676185,30,1,2019
AUSTRALIAN $,72.41961083,72.60981278,31,1,2019
AUSTRALIAN $,70.97130176,71.13179035,2,1,2020
AUSTRALIAN $,70.53057529,70.69064706,3,1,2020
AUSTRALIAN $,70.11200882,70.26111688,6,1,2020
AUSTRALIAN $,69.94631059,70.09498676,7,1,2020
AUSTRALIAN $,69.50622765,69.69432706,8,1,2020
AUSTRALIAN $,69.58969735,69.73715424,9,1,2020
AUSTRALIAN $,69.80684494,69.95457424,10,1,2020
AUSTRALIAN $,69.72479824,69.87268235,13,1,2020
AUSTRALIAN $,69.98019,70.12838912,14,1,2020
AUSTRALIAN $,69.88078265,70.02891176,15,1,2020
AUSTRALIAN $,69.71345329,69.87141,16,1,2020
AUSTRALIAN $,69.57247324,69.72052059,17,1,2020
AUSTRALIAN $,69.41303059,69.56079529,20,1,2020
AUSTRALIAN $,69.27388265,69.46166118,21,1,2020
AUSTRALIAN $,69.05791588,69.21498235,22,1,2020
AUSTRALIAN $,69.15079588,69.29813324,23,1,2020
AUSTRALIAN $,68.93677224,69.12408988,24,1,2020
AUSTRALIAN $,68.56831059,68.72458588,27,1,2020
AUSTRALIAN $,68.56831059,68.72458588,27,1,2020
AUSTRALIAN $,68.14186729,68.29690376,28,1,2020
AUSTRALIAN $,68.21360206,68.36917676,29,1,2020
AUSTRALIAN $,67.86631176,68.01125647,30,1,2020
AUSTRALIAN $,67.51606912,67.70039624,31,1,2020
AUSTRALIAN $,84.00877071,84.184614,4,1,2021
AUSTRALIAN $,84.23645441,84.41263147,5,1,2021
AUSTRALIAN $,84.97567059,85.14213853,6,1,2021
AUSTRALIAN $,85.01467271,85.19204706,7,1,2021
AUSTRALIAN $,85.06454,85.24191,8,1,2021
AUSTRALIAN $,84.243665,84.419535,11,1,2021
AUSTRALIAN $,84.37273765,84.55981176,12,1,2021
AUSTRALIAN $,84.52093671,84.69717035,13,1,2021
AUSTRALIAN $,85.17168,85.33772706,14,1,2021
AUSTRALIAN $,85.294,85.47112,15,1,2021
AUSTRALIAN $,85.06407,85.24080459,18,1,2021
AUSTRALIAN $,84.54826059,84.72402118,19,1,2021
AUSTRALIAN $,84.93999741,85.116374,20,1,2021
AUSTRALIAN $,85.58030765,85.75784471,21,1,2021
AUSTRALIAN $,84.95851294,85.13537471,22,1,2021
AUSTRALIAN $,84.71806412,84.88321647,25,1,2021
AUSTRALIAN $,85.03645235,85.21311118,26,1,2021
AUSTRALIAN $,85.085,85.26174,27,1,2021
AUSTRALIAN $,84.69312188,84.902166,28,1,2021
AUSTRALIAN $,83.75457794,83.91782235,29,1,2021
AUSTRALIAN $,81.90750529,82.07507294,3,1,2022
AUSTRALIAN $,81.47937441,81.64616559,4,1,2022
AUSTRALIAN $,81.67301029,81.87410706,5,1,2022
AUSTRALIAN $,81.13869853,81.29352706,6,1,2022
AUSTRALIAN $,80.960405,81.17153735,7,1,2022
AUSTRALIAN $,80.93909353,81.09350735,10,1,2022
AUSTRALIAN $,81.29465882,81.46099412,11,1,2022
AUSTRALIAN $,81.69360941,81.84927059,12,1,2022
AUSTRALIAN $,82.04858918,82.23888235,13,1,2022
AUSTRALIAN $,82.71936265,82.88811618,14,1,2022
AUSTRALIAN $,81.63974118,81.80656,17,1,2022
AUSTRALIAN $,81.46194206,81.65112794,18,1,2022
AUSTRALIAN $,81.51133824,81.67785176,19,1,2022
AUSTRALIAN $,81.9882,82.17824,20,1,2022
AUSTRALIAN $,81.54728824,81.71381176,21,1,2022
AUSTRALIAN $,81.37426,81.52910294,24,1,2022
AUSTRALIAN $,80.802055,80.98997029,25,1,2022
AUSTRALIAN $,81.18271529,81.3372,26,1,2022
AUSTRALIAN $,80.24110471,80.39392941,27,1,2022
AUSTRALIAN $,79.82655882,79.97862588,28,1,2022
AUSTRALIAN $,79.63572294,79.78745029,31,1,2022
AUSTRALIAN $,84.19297353,84.34186588,3,1,2023
AUSTRALIAN $,83.00861176,83.16792,4,1,2023
AUSTRALIAN $,84.04805882,84.24609,5,1,2023
AUSTRALIAN $,83.52428,83.70905882,6,1,2023
AUSTRALIAN $,83.49039588,83.65035353,9,1,2023
AUSTRALIAN $,85.56869294,85.73196235,10,1,2023
AUSTRALIAN $,85.53105,85.69419353,11,1,2023
AUSTRALIAN $,85.5738,85.7246,12,1,2023
AUSTRALIAN $,85.84754706,86.01109412,13,1,2023
AUSTRALIAN $,85.86156,86.02507824,16,1,2023
AUSTRALIAN $,86.20789029,86.37191912,17,1,2023
AUSTRALIAN $,86.09185059,86.292865,18,1,2023
AUSTRALIAN $,87.273195,87.42643,19,1,2023
AUSTRALIAN $,85.40714824,85.55732765,20,1,2023
AUSTRALIAN $,85.97514941,86.13863471,23,1,2023
AUSTRALIAN $,86.54128676,86.70564147,24,1,2023
AUSTRALIAN $,88.06992353,88.22423824,25,1,2023
AUSTRALIAN $,87.75972,87.92592,26,1,2023
AUSTRALIAN $,88.627525,88.795075,27,1,2023
AUSTRALIAN $,88.44560118,88.61281941,30,1,2023
AUSTRALIAN $,87.44711912,87.61271971,31,1,2023
AUSTRALIAN $,106.8269,107.5681588,2,1,2024
AUSTRALIAN $,106.1629694,106.69584,2,1,2024
AUSTRALIAN $,106.1629694,106.69584,3,1,2024
BIF,0.061648218,0.060797946,3,1,2017
BIF,0.061648218,0.060797946,3,1,2017
BIF,0.061332618,0.060495645,4,1,2017
BIF,0.062172703,0.061316455,5,1,2017
BIF,0.061777778,0.060932712,6,1,2017
BIF,0.062285692,0.061424859,9,1,2017
BIF,0.06196362,0.06093588,10,1,2017
BIF,0.062484845,0.061441176,11,1,2017
BIF,0.062363236,0.061505089,12,1,2017
BIF,0.061880484,0.061034981,13,1,2017
BIF,0.061897811,0.061026216,16,1,2017
BIF,0.062475186,0.06147785,17,1,2017
BIF,0.062516813,0.061473375,18,1,2017
BIF,0.062413065,0.061554637,19,1,2017
BIF,0.062335564,0.061478163,20,1,2017
BIF,0.062838088,0.0619676,23,1,2017
BIF,0.062393854,0.0615352,24,1,2017
BIF,0.062512178,0.061469197,25,1,2017
BIF,0.06250542,0.061462749,26,1,2017
BIF,0.061825764,0.060982332,27,1,2017
BIF,0.062376999,0.06151963,30,1,2017
BIF,0.062133106,0.061101567,31,1,2017
BIF,0.058996237,0.058053987,2,1,2018
BIF,0.05902651,0.058083877,3,1,2018
BIF,0.059072252,0.058129033,4,1,2018
BIF,0.058973662,0.05803192,5,1,2018
BIF,0.059045967,0.058447907,8,1,2018
BIF,0.058928714,0.057987763,9,1,2018
BIF,0.058907483,0.057966831,10,1,2018
BIF,0.058880113,0.057939966,11,1,2018
BIF,0.058846563,0.057906968,12,1,2018
BIF,0.058827331,0.057888069,15,1,2018
BIF,0.05890934,0.058334907,16,1,2018
BIF,0.058800519,0.057861783,17,1,2018
BIF,0.058799405,0.058237016,18,1,2018
BIF,0.058797589,0.058248242,19,1,2018
BIF,0.058773948,0.058226314,22,1,2018
BIF,0.058734897,0.058164306,23,1,2018
BIF,0.058506529,0.057572238,24,1,2018
BIF,0.058383361,0.0574508,25,1,2018
BIF,0.058387894,0.057455443,26,1,2018
BIF,0.058370651,0.057438594,29,1,2018
BIF,0.058506997,0.057936733,30,1,2018
BIF,0.058496176,0.057936103,31,1,2018
BIF,0.056996322,0.056606585,2,1,2019
BIF,0.05715475,0.056767331,3,1,2019
BIF,0.057163647,0.056791133,4,1,2019
BIF,0.05711963,0.056755584,7,1,2019
BIF,0.056984316,0.056627296,8,1,2019
BIF,0.057024128,0.056676138,9,1,2019
BIF,0.056958706,0.056620496,10,1,2019
BIF,0.056893978,0.056563307,11,1,2019
BIF,0.05687731,0.056556197,14,1,2019
BIF,0.056869957,0.054592812,15,1,2019
BIF,0.056851953,0.056540741,16,1,2019
BIF,0.056843577,0.056535486,17,1,2019
BIF,0.056839677,0.056550015,18,1,2019
BIF,0.056827583,0.056537959,21,1,2019
BIF,0.056745246,0.056478297,22,1,2019
BIF,0.056734806,0.056477988,23,1,2019
BIF,0.056608976,0.056369176,24,1,2019
BIF,0.056416061,0.056189883,25,1,2019
BIF,0.056258085,0.056032228,28,1,2019
BIF,0.056197852,0.055984314,29,1,2019
BIF,0.056235698,0.056002518,30,1,2019
BIF,0.056263112,0.05604082,31,1,2019
BIF,0.054452852,0.053412261,2,1,2020
BIF,0.054216107,0.053209614,3,1,2020
BIF,0.054707945,0.052924018,6,1,2020
BIF,0.054243687,0.053263922,7,1,2020
BIF,0.054349352,0.053367884,8,1,2020
BIF,0.054375069,0.05355128,9,1,2020
BIF,0.054520615,0.053544153,10,1,2020
BIF,0.054385636,0.05341133,13,1,2020
BIF,0.05441267,0.053490465,14,1,2020
BIF,0.054350377,0.053437708,15,1,2020
BIF,0.054337552,0.053433674,16,1,2020
BIF,0.054118025,0.053217372,17,1,2020
BIF,0.054103852,0.053203407,20,1,2020
BIF,0.054184167,0.053282542,21,1,2020
BIF,0.054137636,0.053248406,22,1,2020
BIF,0.054052616,0.053164616,23,1,2020
BIF,0.054042854,0.053154996,24,1,2020
BIF,0.05405419,0.053166168,27,1,2020
BIF,0.05405419,0.053166168,27,1,2020
BIF,0.054051356,0.053163685,28,1,2020
BIF,0.054052616,0.053164616,29,1,2020
BIF,0.053984914,0.053097894,30,1,2020
BIF,0.053827696,0.053012553,31,1,2020
BIF,0.056631562,0.055957164,4,1,2021
BIF,0.056654302,0.055992459,5,1,2021
BIF,0.056703049,0.056040724,6,1,2021
BIF,0.056737658,0.056088084,7,1,2021
BIF,0.056778169,0.056128205,8,1,2021
BIF,0.05676553,0.056128205,11,1,2021
BIF,0.056764007,0.056126697,12,1,2021
BIF,0.056811152,0.056188839,13,1,2021
BIF,0.056960856,0.056343891,14,1,2021
BIF,0.057021334,0.056410256,15,1,2021
BIF,0.057001139,0.05639638,18,1,2021
BIF,0.05701666,0.056411765,19,1,2021
BIF,0.057046245,0.05645279,20,1,2021
BIF,0.057037726,0.056453997,21,1,2021
BIF,0.056834203,0.056260935,22,1,2021
BIF,0.056940811,0.056371041,25,1,2021
BIF,0.056972891,0.05640724,26,1,2021
BIF,0.056963563,0.056410256,27,1,2021
BIF,0.056987318,0.056434992,28,1,2021
BIF,0.056979299,0.056432881,29,1,2021
BIF,0.056929383,0.056519118,3,1,2022
BIF,0.056923946,0.056527941,4,1,2022
BIF,0.056932815,0.056536765,5,1,2022
BIF,0.056930144,0.056542647,6,1,2022
BIF,0.056947881,0.056560294,7,1,2022
BIF,0.056956749,0.056569118,10,1,2022
BIF,0.056965944,0.056588235,11,1,2022
BIF,0.056976521,0.056605882,12,1,2022
BIF,0.05698716,0.056616471,13,1,2022
BIF,0.057004595,0.056633824,14,1,2022
BIF,0.057078973,0.055985589,17,1,2022
BIF,0.057028237,0.056657353,18,1,2022
BIF,0.057054834,0.056683824,19,1,2022
BIF,0.057028685,0.0567,20,1,2022
BIF,0.057030387,0.056708824,21,1,2022
BIF,0.057028563,0.056714706,24,1,2022
BIF,0.057025836,0.056719118,25,1,2022
BIF,0.05702168,0.056723529,26,1,2022
BIF,0.057010238,0.056723529,27,1,2022
BIF,0.057015463,0.056735294,28,1,2022
BIF,0.057010075,0.056736765,31,1,2022
BIF,0.060393844,0.05872549,3,1,2023
BIF,0.060381807,0.058733894,4,1,2023
BIF,0.060401932,0.058753501,5,1,2023
BIF,0.060433558,0.058784314,6,1,2023
BIF,0.060433007,0.058803922,9,1,2023
BIF,0.060473566,0.058831933,10,1,2023
BIF,0.060508062,0.058865546,11,1,2023
BIF,0.060538184,0.058894896,12,1,2023
BIF,0.060565554,0.058921569,13,1,2023
BIF,0.060572143,0.058948179,16,1,2023
BIF,0.060589126,0.058973389,17,1,2023
BIF,0.060620731,0.059004202,18,1,2023
BIF,0.060640844,0.05902381,19,1,2023
BIF,0.060641659,0.059044818,20,1,2023
BIF,0.060644131,0.059060224,23,1,2023
BIF,0.060667104,0.059082633,24,1,2023
BIF,0.060691148,0.059117647,25,1,2023
BIF,0.060716988,0.059142857,26,1,2023
BIF,0.060741392,0.059166667,27,1,2023
BIF,0.060748146,0.059186274,30,1,2023
BIF,0.060740549,0.059191877,31,1,2023
BIF,0.055573409,0.054633172,2,1,2024
BIF,0.055653277,0.054792248,2,1,2024
BIF,0.055653277,0.054792248,3,1,2024
CAN $,76.13521904,76.3235282,3,1,2017
CAN $,76.13521904,76.3235282,3,1,2017
CAN $,76.38548045,76.53577272,4,1,2017
CAN $,77.57930551,77.75275275,5,1,2017
CAN $,77.68646386,77.85994328,6,1,2017
CAN $,78.36806081,78.54739675,9,1,2017
CAN $,78.463763,78.63888258,10,1,2017
CAN $,78.61816345,78.78167715,11,1,2017
CAN $,78.25010058,78.42464031,12,1,2017
CAN $,78.87048015,79.05251865,13,1,2017
CAN $,78.97190731,79.19404904,16,1,2017
CAN $,78.8866096,79.06859889,17,1,2017
CAN $,79.64809134,79.82595206,18,1,2017
CAN $,78.31192553,78.46866097,19,1,2017
CAN $,77.96567706,78.15711636,20,1,2017
CAN $,77.98374024,78.14001487,23,1,2017
CAN $,78.47888696,78.65379931,24,1,2017
CAN $,79.09011707,79.24840333,25,1,2017
CAN $,79.47890903,79.67455823,26,1,2017
CAN $,79.18265525,79.35932959,27,1,2017
CAN $,79.19684839,79.36144793,30,1,2017
CAN $,79.28510234,79.48025936,31,1,2017
CAN $,82.25942164,82.44513551,2,1,2018
CAN $,82.33829523,82.53069184,3,1,2018
CAN $,82.47975807,82.67238014,4,1,2018
CAN $,82.3235547,82.50946693,5,1,2018
CAN $,83.34859462,83.53718222,8,1,2018
CAN $,83.00998229,83.19777742,9,1,2018
CAN $,82.89326721,83.06746383,10,1,2018
CAN $,82.55354377,82.74028958,11,1,2018
CAN $,82.15149823,82.317592,12,1,2018
CAN $,82.15644033,82.35544557,15,1,2018
CAN $,82.75286217,82.93580604,16,1,2018
CAN $,82.92605423,83.11395851,17,1,2018
CAN $,82.78032804,82.96812482,18,1,2018
CAN $,82.4578,82.6447,19,1,2018
CAN $,82.56563384,82.75067642,22,1,2018
CAN $,82.34539183,82.55254292,23,1,2018
CAN $,82.14845699,82.34843218,24,1,2018
CAN $,82.86549234,83.05451958,25,1,2018
CAN $,83.11660165,83.30623306,26,1,2018
CAN $,82.99109921,83.18718199,29,1,2018
CAN $,82.82038822,83.00031502,30,1,2018
CAN $,83.01446844,83.20385108,31,1,2018
CAN $,74.72069205,74.87308816,2,1,2019
CAN $,74.8394301,75.00407657,3,1,2019
CAN $,75.36283607,75.5287195,4,1,2019
CAN $,75.78571959,75.93583329,7,1,2019
CAN $,75.61441745,75.76864649,8,1,2019
CAN $,76.60165618,76.76361205,9,1,2019
CAN $,76.81529571,76.98952067,10,1,2019
CAN $,76.85374193,77.01077003,11,1,2019
CAN $,76.85570258,77.03022969,14,1,2019
CAN $,76.53274744,76.70651965,15,1,2019
CAN $,76.68972746,76.8754824,16,1,2019
CAN $,76.60743757,76.75983177,17,1,2019
CAN $,76.61557147,76.7894997,18,1,2019
CAN $,76.68595388,76.86010032,21,1,2019
CAN $,76.28262939,76.4386822,22,1,2019
CAN $,76.04788425,76.22628625,23,1,2019
CAN $,75.9753679,76.14820372,24,1,2019
CAN $,75.53544269,75.70769423,25,1,2019
CAN $,75.32350961,75.49569772,28,1,2019
CAN $,75.25909858,75.43126741,29,1,2019
CAN $,75.34137848,75.50941514,30,1,2019
CAN $,76.23111313,76.38395146,31,1,2019
CAN $,77.67603282,77.84739558,2,1,2020
CAN $,77.58371041,77.76746713,3,1,2020
CAN $,77.67813062,77.86210771,6,1,2020
CAN $,77.85453787,78.02079647,7,1,2020
CAN $,77.8504106,78.0283476,8,1,2020
CAN $,77.88016559,78.05781089,9,1,2020
CAN $,77.7009196,77.85999631,10,1,2020
CAN $,77.62703302,77.80424641,13,1,2020
CAN $,77.71820977,77.87748292,14,1,2020
CAN $,77.43381735,77.61044312,15,1,2020
CAN $,77.47535333,77.65209994,16,1,2020
CAN $,77.27995818,77.46285209,17,1,2020
CAN $,77.17690275,77.3417978,20,1,2020
CAN $,77.28578116,77.46253737,21,1,2020
CAN $,77.1595084,77.33605027,22,1,2020
CAN $,76.54073326,76.69846518,23,1,2020
CAN $,76.74255017,76.90074202,24,1,2020
CAN $,76.57204664,76.72984087,27,1,2020
CAN $,76.57204664,76.72984087,27,1,2020
CAN $,76.42909724,76.60357823,28,1,2020
CAN $,76.54654722,76.72177601,29,1,2020
CAN $,76.35188805,76.52683171,30,1,2020
CAN $,76.09063616,76.25896075,31,1,2020
CAN $,85.53458539,85.71151842,4,1,2021
CAN $,85.97944257,86.16407571,5,1,2021
CAN $,86.27776075,86.44931441,6,1,2021
CAN $,86.10593978,86.29056915,7,1,2021
CAN $,86.3102279,86.49522758,8,1,2021
CAN $,85.77586207,85.93933694,11,1,2021
CAN $,85.69296807,85.85628285,12,1,2021
CAN $,85.86852296,86.03200509,13,1,2021
CAN $,86.56680447,86.73121758,14,1,2021
CAN $,86.90156423,87.06644545,15,1,2021
CAN $,86.57923254,86.76401101,18,1,2021
CAN $,86.14843854,86.33211216,19,1,2021
CAN $,86.50238973,86.66635849,20,1,2021
CAN $,87.27231181,87.45859962,21,1,2021
CAN $,86.57577614,86.7609911,22,1,2021
CAN $,86.50627954,86.6909623,25,1,2021
CAN $,86.5959043,86.78068802,26,1,2021
CAN $,86.47798742,86.64203161,27,1,2021
CAN $,86.2920374,86.45564248,28,1,2021
CAN $,85.59082029,85.77306282,29,1,2021
CAN $,89.13281446,89.29755957,3,1,2022
CAN $,88.7896665,88.95372475,4,1,2022
CAN $,88.88729613,89.05151683,5,1,2022
CAN $,88.36859742,88.53180222,6,1,2022
CAN $,88.98024718,89.14457854,7,1,2022
CAN $,88.95914082,89.12340591,10,1,2022
CAN $,89.48878832,89.67529114,11,1,2022
CAN $,90.19420388,90.36073995,12,1,2022
CAN $,90.39110815,90.57968632,13,1,2022
CAN $,90.74479014,90.93416177,14,1,2022
CAN $,90.55560519,90.74447721,17,1,2022
CAN $,90.50695358,90.67394032,18,1,2022
CAN $,90.65060536,90.83958331,19,1,2022
CAN $,90.89451747,91.08402822,20,1,2022
CAN $,90.76316186,90.93048984,21,1,2022
CAN $,90.31004121,90.47648042,24,1,2022
CAN $,89.86630381,90.06041789,25,1,2022
CAN $,89.9588128,90.14599732,26,1,2022
CAN $,89.24406767,89.42953952,27,1,2022
CAN $,89.185403,89.3777231,28,1,2022
CAN $,89.08968314,89.26072196,31,1,2022
CAN $,90.98010285,91.15454905,3,1,2023
CAN $,90.63206442,90.81239082,4,1,2023
CAN $,91.36049829,91.53570324,5,1,2023
CAN $,90.99738967,91.17169947,6,1,2023
CAN $,91.12850365,91.30304517,9,1,2023
CAN $,92.38544741,92.56268892,10,1,2023
CAN $,92.33466318,92.51169087,11,1,2023
CAN $,92.0988,92.2752,12,1,2023
CAN $,92.38803414,92.54427577,13,1,2023
CAN $,92.15452726,92.33090809,16,1,2023
CAN $,92.42788092,92.60479108,17,1,2023
CAN $,92.40720675,92.58397876,18,1,2023
CAN $,92.63826607,92.81549043,19,1,2023
CAN $,91.88152475,92.03654783,20,1,2023
CAN $,92.08290934,92.25879732,23,1,2023
CAN $,92.6821016,92.85924637,24,1,2023
CAN $,92.91749033,93.07414583,25,1,2023
CAN $,92.85981308,93.03716999,26,1,2023
CAN $,93.18284086,93.3398335,27,1,2023
CAN $,93.31869996,93.4828989,30,1,2023
CAN $,92.67348183,92.85028054,31,1,2023
CAN $,118.0775615,118.845727,2,1,2024
CAN $,117.7441419,118.3356729,2,1,2024
CAN $,117.7441419,118.3356729,3,1,2024
CHINESE YUAN,14.74921229,14.7886456,3,1,2017
CHINESE YUAN,14.74921229,14.7886456,3,1,2017
CHINESE YUAN,14.75162366,14.78974447,4,1,2017
CHINESE YUAN,14.89862592,14.93994211,5,1,2017
CHINESE YUAN,15.01660299,15.05872578,6,1,2017
CHINESE YUAN,14.95646257,14.99958239,9,1,2017
CHINESE YUAN,14.94316362,14.98277658,10,1,2017
CHINESE YUAN,14.98002407,15.02409174,11,1,2017
CHINESE YUAN,14.95506536,14.99362812,12,1,2017
CHINESE YUAN,15.03589942,15.07361232,13,1,2017
CHINESE YUAN,15.03763695,15.0811368,16,1,2017
CHINESE YUAN,15.03570371,15.07995181,17,1,2017
CHINESE YUAN,15.1163054,15.14916235,18,1,2017
CHINESE YUAN,15.13862366,15.17596401,19,1,2017
CHINESE YUAN,15.09946628,15.13518761,20,1,2017
CHINESE YUAN,15.13246429,15.16873161,23,1,2017
CHINESE YUAN,15.14747828,15.18218591,24,1,2017
CHINESE YUAN,15.10135293,15.13262357,25,1,2017
CHINESE YUAN,15.10017262,15.13099777,26,1,2017
CHINESE YUAN,15.08224626,15.13260367,27,1,2017
CHINESE YUAN,15.08264963,15.1330076,30,1,2017
CHINESE YUAN,15.08103617,15.13139186,31,1,2017
CHINESE YUAN,15.85168117,15.89461098,2,1,2018
CHINESE YUAN,15.89840977,15.93902199,3,1,2018
CHINESE YUAN,15.89095631,15.92905983,4,1,2018
CHINESE YUAN,15.87813344,15.91871129,5,1,2018
CHINESE YUAN,15.89555395,15.93840487,8,1,2018
CHINESE YUAN,15.85896647,15.89950754,9,1,2018
CHINESE YUAN,15.78889144,15.82752679,10,1,2018
CHINESE YUAN,15.82968482,15.87675053,11,1,2018
CHINESE YUAN,15.88667798,15.92366844,12,1,2018
CHINESE YUAN,15.91939806,15.97501807,15,1,2018
CHINESE YUAN,15.98750192,16.02789863,16,1,2018
CHINESE YUAN,15.96899024,16.01815756,17,1,2018
CHINESE YUAN,15.96836,16.0081345,18,1,2018
CHINESE YUAN,16.0063,16.0512,19,1,2018
CHINESE YUAN,16.03517623,16.09105589,22,1,2018
CHINESE YUAN,16.025601,16.07591971,23,1,2018
CHINESE YUAN,15.98495289,16.03742471,24,1,2018
CHINESE YUAN,16.03755991,16.09417823,25,1,2018
CHINESE YUAN,16.18194669,16.21487612,26,1,2018
CHINESE YUAN,16.17830095,16.21122697,29,1,2018
CHINESE YUAN,16.13671033,16.18549409,30,1,2018
CHINESE YUAN,16.18480591,16.21774443,31,1,2018
CHINESE YUAN,14.78343707,14.82542684,2,1,2019
CHINESE YUAN,14.85693852,14.8965352,3,1,2019
CHINESE YUAN,14.8463044,14.87870058,4,1,2019
CHINESE YUAN,14.85494582,14.88434793,7,1,2019
CHINESE YUAN,14.84948266,14.88583297,8,1,2019
CHINESE YUAN,14.85817137,14.89473317,9,1,2019
CHINESE YUAN,14.89507908,14.93681745,10,1,2019
CHINESE YUAN,14.98223205,15.01901359,11,1,2019
CHINESE YUAN,15.04554246,15.08407884,14,1,2019
CHINESE YUAN,15.00741857,15.04585152,15,1,2019
CHINESE YUAN,15.02719445,15.06211742,16,1,2019
CHINESE YUAN,15.02313172,15.05566648,17,1,2019
CHINESE YUAN,15.00835187,15.04033019,18,1,2019
CHINESE YUAN,14.98214227,15.0337993,21,1,2019
CHINESE YUAN,14.92079125,14.97220055,22,1,2019
CHINESE YUAN,14.90778003,14.94000721,23,1,2019
CHINESE YUAN,14.91410587,14.96558186,24,1,2019
CHINESE YUAN,14.90704929,14.94341146,25,1,2019
CHINESE YUAN,14.89821281,14.93310443,28,1,2019
CHINESE YUAN,14.91570512,14.95644075,29,1,2019
CHINESE YUAN,14.94441889,14.99551752,30,1,2019
CHINESE YUAN,15.00830546,15.04173824,31,1,2019
CHINESE YUAN,14.54201192,14.57492582,2,1,2020
CHINESE YUAN,14.48184701,14.51389845,3,1,2020
CHINESE YUAN,14.47229625,14.50598264,6,1,2020
CHINESE YUAN,14.50808517,14.55355556,7,1,2020
CHINESE YUAN,14.56004484,14.60564917,8,1,2020
CHINESE YUAN,14.59573275,14.62600419,9,1,2020
CHINESE YUAN,14.63974226,14.6700723,10,1,2020
CHINESE YUAN,14.61797575,14.66803211,13,1,2020
CHINESE YUAN,14.70481595,14.74066317,14,1,2020
CHINESE YUAN,14.70737705,14.73898495,15,1,2020
